odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
0.002856594044715166, -0.0007921679061837494, 2.7178458768423373e-05, 0.0, -1.5550784837614628e-07, 0.010046583623369031, 0.06947631721304177, -0.01966195162261701, 1741909859681797922, 
0.002839593915268779, -0.0007856887532398105, 2.7178451341737282e-05, 0.0, -1.9057775091368967e-07, 0.014336907377216076, 0.07426097692112903, -0.013592168055102176, 1741909859892706670, 
0.0028244489803910255, -0.0007880732882767916, 2.7178486410740624e-05, 0.0, 4.5714290308751515e-07, 0.014439488856380318, 0.07440240682058391, -0.014946295169041415, 1741909860081870772, 
0.0028297777753323317, -0.0008000631933100522, 2.7178529952499174e-05, 0.0, 4.6152030108714825e-07, 0.009634742979257245, 0.06884311491122479, -0.019872916287581324, 1741909860292837071, 
0.002846925053745508, -0.0008115735254250467, 2.717854850488687e-05, 0.0, 4.554274823931337e-07, 0.009700918913665313, 0.07162692332242218, -0.023343555374047163, 1741909860482946505, 
0.002862843219190836, -0.0008198870928026736, 2.7178541217459876e-05, 0.0, 1.0750687806648784e-06, 0.009189730916343944, 0.06438446989178265, -0.022085684355097283, 1741909860740806023, 
0.0028639109805226326, -0.0008231690735556185, 2.717853559617506e-05, 0.0, 7.529944241468911e-07, 0.004733685813139347, 0.07114799241604301, -0.023334098863366542, 1741909860790718689, 
0.0028628932777792215, -0.0008263911586254835, 2.7178529765931308e-05, 0.0, -3.8229822507673816e-07, 0.010046062619563461, 0.07087986739819604, -0.020367237567165252, 1741909860980901077, 
0.0028584750834852457, -0.0008223516633734107, 2.7178530133286075e-05, 0.0, -3.4638443935364194e-07, 0.010360932950405695, 0.07102120019469645, -0.017589790765997555, 1741909861092730882, 
0.002846943913027644, -0.0008165740873664618, 2.7178534583680328e-05, 0.0, -4.818997823008431e-08, 0.013527690161618484, 0.07333095504499262, -0.01382706616838689, 1741909861283985325, 
0.0028478028252720833, -0.0008177724084816873, 2.7178532228464174e-05, 0.0, 2.573149515683326e-07, 0.009490278111908198, 0.07450591722854313, -0.01843194857605415, 1741909861393282481, 
0.0028514491859823465, -0.0008208428625948727, 2.717853036357789e-05, 0.0, 2.7953569770033937e-07, 0.0055769058188022596, 0.07633345897131456, -0.021344746005481825, 1741909861493886447, 
0.0028543390799313784, -0.002838074928149581, 0.009516434297133107, 0.06709370344340691, 0.17692998051643372, 0.016927489324153066, 0.07682141267787204, -0.012416979972997972, 1741909861683995039, 
0.0026368796825408936, -0.0008493369095958769, 0.07643805546711196, 0.16242025934914192, 0.4991454780101776, 0.02466395335706605, 0.07732071065812164, 0.02470268852760905, 1741909861844217644, 
0.002926677232608199, -0.001078097615391016, 0.10232048368077842, 0.16637294018566656, 0.5190752744674683, 0.04810989145729479, 0.08147729841204539, 0.09279914879008742, 1741909861894083777, 
0.0021007845643907785, -0.0010771547676995397, 0.19477642560900563, 0.15483914824606534, 0.5158455967903137, 0.069253157583488, 0.08590069681594444, 0.158166560723504, 1741909862083885770, 
0.002120556076988578, -0.0011962694115936756, 0.24618638770532286, 0.1454026548787612, 0.5341849327087402, 0.08987201932587265, 0.09192156024052052, 0.23058986234055975, 1741909862181405457, 
0.001709971809759736, -0.0026039110962301493, 0.32706541921912846, 0.15792959440157345, 0.48478686809539795, 0.10452392237247667, 0.09478738806989147, 0.29007436599801945, 1741909862340981421, 
0.0018700312357395887, -0.0036659168545156717, 0.3988225228380116, 0.1440295647315649, 0.485253244638443, 0.1253484902444881, 0.10118957997824057, 0.36136732339275374, 1741909862482883100, 
0.0025630544405430555, -0.005269814748317003, 0.5051858521969061, 0.14902385833076626, 0.4852583408355713, 0.14661591859330123, 0.10958825530365408, 0.43623977993636015, 1741909862694430552, 
0.002442206023260951, -0.006209990940988064, 0.5538438558462538, 0.15399912141628408, 0.49466219544410706, 0.16442116994263756, 0.11548665871392763, 0.4981648843461653, 1741909862791705954, 
0.0024055191315710545, -0.006719356402754784, 0.5989776379617728, 0.15339825594208104, 0.5003384351730347, 0.1840116478114612, 0.12575698914968592, 0.5686958310641447, 1741909862882721879, 
0.001621554489247501, -0.0067175934091210365, 0.6524433927120796, 0.1517630570149129, 0.4725874066352844, 0.20793155626296986, 0.14380280376132884, 0.6428106025947321, 1741909862992258376, 
0.001403889269568026, -0.006824824493378401, 0.7550283742571693, 0.15038201331549778, 0.5190067291259766, 0.22682427206905642, 0.15748444381734153, 0.7136113014420213, 1741909863191711718, 
0.0013080479111522436, -0.007117466069757938, 0.7999885336428139, 0.14990786372695725, 0.4951568841934204, 0.2363085079021224, 0.16988511163868758, 0.770490843595151, 1741909863281733952, 
0.0010245918529108167, -0.006983660161495209, 0.8492095830075284, 0.148634157472074, 0.4987909495830536, 0.25711686733607114, 0.1880145818235772, 0.8469533666339766, 1741909863381717452, 
0.0007813754491508007, -0.0068347640335559845, 0.9297715431698842, 0.15129100496842698, 0.5221556425094604, 0.2738007403935343, 0.20491048457587735, 0.9178421689876052, 1741909863541736412, 
0.00024423282593488693, -0.005764351226389408, 1.0019836218809237, 0.14706318248672512, 0.49355632066726685, 0.2875534410828749, 0.22204936711888643, 0.9872572347193325, 1741909863682778336, 
5.24972565472126e-05, -0.005588357336819172, 1.0510958138395567, 0.14885803174252013, 0.47922685742378235, 0.29626512248729037, 0.2420881748140532, 1.048255116062981, 1741909863782114079, 
-0.0005771997384727001, -0.00521046482026577, 1.105435844826367, 0.15043039478364387, 0.518385112285614, 0.3054061178112878, 0.261465316893259, 1.1207105683422385, 1741909863891852707, 
-0.0006336533697322011, -0.0045708403922617435, 1.2015289732947823, 0.14752695779747105, 0.502493143081665, 0.31344087882209304, 0.2760412290651883, 1.1902171605358092, 1741909864083094631, 
-0.0006613819859921932, -0.004548237659037113, 1.251797626248406, 0.14635053552555652, 0.4935533106327057, 0.32191812354702853, 0.2956961636069124, 1.256074122892609, 1741909864183334522, 
-0.0012845706660300493, -0.004023241810500622, 1.3318784415540064, 0.14546760538932887, 0.513378381729126, 0.32908075550205673, 0.31976496646937685, 1.3253219362354813, 1741909864341872875, 
-0.0009679626673460007, -0.004062107298523188, 1.3965484669649988, 0.139663183921551, 0.4524749219417572, 0.3338340837743351, 0.3435678792911791, 1.3893250888458113, 1741909864482809928, 
-0.001263638841919601, -0.004451293032616377, 1.4444041316398342, 0.13577579686078584, 0.4383428394794464, 0.33279880246024923, 0.36147462570606204, 1.4413793268921469, 1741909864593097058, 
-0.000767336692661047, -0.004356570541858673, 1.5149911423757283, 0.13336432219549577, 0.47603458166122437, 0.3407876132718777, 0.382800333092323, 1.509950262014609, 1741909864741719874, 
-0.00024354644119739532, -0.004098362289369106, 1.5758086470229113, 0.14164437764293814, 0.3778406083583832, 0.3425501716557952, 0.40475073740966416, 1.5592450224353571, 1741909864883108660, 
0.00025002239271998405, -0.004557296633720398, 1.6164544096456255, 0.12003018266894365, 0.24914930760860443, 0.3406134201147936, 0.42084611563618635, 1.595687833920849, 1741909865043100718, 
-0.0008293712744489312, -0.004123741760849953, 1.645193997021973, 0.1307596028614849, 0.2923111915588379, 0.3371279856443704, 0.4440159396479857, 1.6299719995118496, 1741909865141891642, 
-0.0007801315514370799, -0.004607166163623333, 1.6730631057500756, 0.12815993946367682, 0.14989611506462097, 0.3387833178406718, 0.45873270991848814, 1.6476345436339817, 1741909865282816735, 
-0.0014854265609756112, -0.004234863445162773, 1.6960921922288879, 0.12327037349456049, 0.11102452129125595, 0.3379064301765614, 0.4762617634538646, 1.6645126372078687, 1741909865492889074, 
-0.0013754867250099778, -0.004222982097417116, 1.7001419729570408, 0.1278063681818938, 0.02812475524842739, 0.33507497482004484, 0.4956255342553975, 1.6704190769877276, 1741909865592709810, 
-0.0013818673323839903, -0.004357900470495224, 1.7022522207150552, 0.11551151372056122, 0.022941315546631813, 0.33180588885295337, 0.5125278687905905, 1.6720892964258047, 1741909865684154476, 
-0.0005557624390348792, -0.004034458659589291, 1.7033149353793233, 0.12342131785842579, 0.015588696114718914, 0.33094342142576166, 0.5309532815177916, 1.675615138079126, 1741909865832833758, 
-0.000765660428442061, -0.0040798429399728775, 1.6996737831100632, 0.11273699581838816, -0.04404200240969658, 0.32828522756223977, 0.5475325844894151, 1.6673119707434156, 1741909865941731010, 
-9.40738245844841e-05, -0.004088853020220995, 1.6982850684287634, 0.12153657504658877, -0.01386325340718031, 0.3228515391213224, 0.5630835881024102, 1.6627674093945155, 1741909866082822648, 
-6.605102680623531e-05, -0.0045158956199884415, 1.6900415531163413, 0.11242818432632921, -0.0603938065469265, 0.32062312393404424, 0.5861780290700602, 1.6576324061133092, 1741909866242955190, 
