x, y, th, stamp, 
2.380542278289795,-1.8424360752105713,-2.313059146609649,1738283487514578636,
2.380542039871216,-1.8424360752105713,-2.3130567698995783,1738283487563578539,
2.380542039871216,-1.8424360752105713,-2.3130567698995783,1738283487618555937,
2.380542039871216,-1.8424360752105713,-2.3130567698995783,1738283487658540556,
2.380542039871216,-1.8424360752105713,-2.3130567698995783,1738283487708608827,
2.380542039871216,-1.8424360752105713,-2.3130567698995783,1738283487758649979,
2.380542039871216,-1.8424360752105713,-2.3130567698995783,1738283487808454590,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283487858303364,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283487918567950,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283487968593616,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488018582412,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488059556095,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488108585083,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488158675810,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488208480160,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488268460906,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488318694487,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488368573174,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488418567000,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488458589921,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488508581778,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488558648634,
2.3805410861968994,-1.8424360752105713,-2.3130500235088887,1738283488608908880,
2.380540132522583,-1.8424360752105713,-2.3130423303050316,1738283488668449129,
2.380540132522583,-1.8424360752105713,-2.3130423303050316,1738283488718565661,
2.380540132522583,-1.8424360752105713,-2.3130423303050316,1738283488768600454,
2.380540132522583,-1.8424360752105713,-2.3130423303050316,1738283488818560982,
2.380540132522583,-1.8424360752105713,-2.3130423303050316,1738283488858565716,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283488908608658,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283488958669653,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489008719901,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489058673371,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489118804251,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489168585010,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489218610821,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489258589850,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489309574054,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489358564586,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489408690458,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489469400941,
2.380539894104004,-1.8424360752105713,-2.3130411692763273,1738283489518694964,
2.380539894104004,-1.8424360752105713,-2.3130404373600335,1738283489568602016,
2.380521774291992,-1.842435598373413,-2.312904231863835,1738283489618643539,
2.379591941833496,-1.8433969020843506,-2.3112562804112895,1738283489658614060,
2.3765201568603516,-1.846538782119751,-2.311345192970451,1738283489709592191,
2.372191905975342,-1.8513667583465576,-2.3109646146777663,1738283489758662741,
2.364499568939209,-1.8598700761795044,-2.310570810720692,1738283489818691197,
2.3566181659698486,-1.8685263395309448,-2.3102470130747026,1738283489868256280,
2.346905469894409,-1.8790152072906494,-2.310107230266681,1738283489918758795,
2.336164951324463,-1.8909363746643066,-2.3101364966905353,1738283489968614317,
2.3237645626068115,-1.9046937227249146,-2.3100598107812425,1738283490018604263,
2.3126657009124756,-1.9164800643920898,-2.3109523268983767,1738283490058556241,
2.298322916030884,-1.9326844215393066,-2.310427004042932,1738283490109595479,
2.282834529876709,-1.9496111869812012,-2.3089473766826765,1738283490158665986,
2.2676737308502197,-1.966289758682251,-2.3073512968949803,1738283490208400195,
2.2496795654296875,-1.9867273569107056,-2.3068510423824233,1738283490269108925,
2.2346994876861572,-2.0032129287719727,-2.307269560900092,1738283490318705580,
2.2197232246398926,-2.0197877883911133,-2.3074105580237867,1738283490368599884,
2.2050373554229736,-2.0362753868103027,-2.30724768679548,1738283490418582892,
2.1930668354034424,-2.0493359565734863,-2.3071190137950106,1738283490458588623,
2.178417205810547,-2.0660781860351562,-2.307222078957196,1738283490508600305,
2.1634364128112793,-2.0823042392730713,-2.306332343594409,1738283490558671641,
2.1486451625823975,-2.0990946292877197,-2.307650011255945,1738283490608878564,
2.130561113357544,-2.1192357540130615,-2.3080770613176247,1738283490669554424,
2.1156246662139893,-2.135714054107666,-2.308672431810927,1738283490718620816,
2.100623846054077,-2.1524479389190674,-2.3085280346730146,1738283490768600763,
2.085968017578125,-2.16856050491333,-2.3094159954155984,1738283490818615249,
2.0739121437072754,-2.181950807571411,-2.3103643380542453,1738283490858579081,
2.058603286743164,-2.198803186416626,-2.3117035670182102,1738283490909606621,
2.0434601306915283,-2.2153844833374023,-2.3119804696490753,1738283490960581607,
2.0252668857574463,-2.2355072498321533,-2.3107135683629916,1738283491020011726,
2.01375150680542,-2.2482693195343018,-2.311094946519044,1738283491057412936,
1.9947185516357422,-2.268869400024414,-2.3139984253914876,1738283491120606432,
1.9802250862121582,-2.2847588062286377,-2.3152058607491126,1738283491167621443,
1.9651676416397095,-2.301309585571289,-2.315161149583546,1738283491217589639,
1.9525083303451538,-2.315330743789673,-2.3143606145248232,1738283491259584139,
1.937425971031189,-2.331712484359741,-2.313623475604659,1738283491308608489,
