x, y, th, stamp, 
0.5791404843330383,-3.9278223514556885,-0.18658704997502412,1738283520260188388,
0.5791404843330383,-3.9278223514556885,-0.18658704997502412,1738283520319920361,
0.5791404843330383,-3.9278223514556885,-0.18658704997502412,1738283520369975198,
0.5793158411979675,-3.9278924465179443,-0.17424954559076555,1738283520420909542,
0.5798233151435852,-3.927858352661133,-0.14466241660650167,1738283520460908719,
0.5802945494651794,-3.9275553226470947,-0.09493664460944039,1738283520509940118,
0.5815616250038147,-3.927846670150757,-0.02655454054939042,1738283520559035505,
0.5832946300506592,-3.927811861038208,0.05451445470132905,1738283520609908565,
0.5868444442749023,-3.927957534790039,0.17003049765031422,1738283520670632714,
0.5891169905662537,-3.927640676498413,0.23083464739693663,1738283520700568052,
0.5956527590751648,-3.9260733127593994,0.37153658063129563,1738283520769931299,
0.6024160981178284,-3.9235947132110596,0.4701377211841581,1738283520820942816,
0.6078509092330933,-3.920919418334961,0.5471321880501703,1738283520861910476,
0.6132317781448364,-3.917233943939209,0.6393668683681492,1738283520909914202,
0.6190802454948425,-3.9130876064300537,0.736383118649637,1738283520959199100,
0.6248655319213867,-3.9077394008636475,0.8342590455905952,1738283521011007889,
0.6304506659507751,-3.9009337425231934,0.931920625505463,1738283521060474385,
0.636822521686554,-3.891814947128296,1.0484947930373125,1738283521120955740,
0.6415809988975525,-3.8828482627868652,1.1430176352176074,1738283521169924241,
0.6464397311210632,-3.8722829818725586,1.2414235621392706,1738283521220914315,
0.6495691537857056,-3.8635847568511963,1.3191348525820341,1738283521260947157,
0.6521698236465454,-3.852525234222412,1.413150185602212,1738283521309918820,
0.6542164087295532,-3.8410375118255615,1.5095270249225206,1738283521359885864,
0.6547830700874329,-3.8286986351013184,1.602229612951217,1738283521409936262,
0.6542189121246338,-3.813340663909912,1.7084040376996756,1738283521469557557,
0.6537157297134399,-3.805454730987549,1.7602000079417193,1738283521500983471,
0.6498079299926758,-3.787320137023926,1.8718077671269904,1738283521569937154,
0.6460879445075989,-3.774427890777588,1.95570699616225,1738283521620019000,
0.6421294212341309,-3.764176845550537,2.0198785682705567,1738283521660031647,
0.6359952092170715,-3.7514450550079346,2.0972562970619215,1738283521711963400,
0.6289817094802856,-3.740095853805542,2.1688533290953202,1738283521759890861,
0.6209841966629028,-3.729102611541748,2.2414401642988913,1738283521809920166,
0.6106961369514465,-3.7155580520629883,2.3340517541566412,1738283521871188431,
0.6047547459602356,-3.7097830772399902,2.3759214635002,1738283521900120420,
0.5898231863975525,-3.696056842803955,2.473451636985274,1738283521970104643,
0.5779740810394287,-3.687196731567383,2.5394301996897752,1738283522021006142,
0.5684951543807983,-3.6806130409240723,2.5937662219840742,1738283522060926448,
0.5556330680847168,-3.6730663776397705,2.656984840385626,1738283522110942323,
0.542592465877533,-3.66630220413208,2.718742821364122,1738283522159947524,
0.5289367437362671,-3.6603803634643555,2.782339325116324,1738283522209921305,
0.5120620131492615,-3.654545545578003,2.8568353462045897,1738283522270381721,
0.49777349829673767,-3.650552988052368,2.9161081385874854,1738283522319536988,
0.48307138681411743,-3.6474051475524902,2.973872912765306,1738283522369936906,
0.46693024039268494,-3.645001173019409,3.0307199966991782,1738283522420958193,
0.4538380801677704,-3.643836736679077,3.0763251873755713,1738283522460956270,
0.4374265968799591,-3.6431386470794678,3.133266688297458,1738283522510930817,
0.42083948850631714,-3.643430233001709,-3.0955009454436655,1738283522559035364,
0.40455061197280884,-3.644803524017334,-3.041263598259945,1738283522609939760,
0.38826659321784973,-3.6466283798217773,-2.985271937030143,1738283522660236724,
0.3750728964805603,-3.648946762084961,-2.9416406201290597,1738283522700460838,
0.3523124158382416,-3.6546010971069336,-2.8693416389534785,1738283522769481958,
0.33616572618484497,-3.6594150066375732,-2.8175806452609216,1738283522820947317,
0.3233147859573364,-3.663707971572876,-2.7771885636389877,1738283522860935536,
0.3072134554386139,-3.670149803161621,-2.7279718011149976,1738283522910969916,
0.2916387915611267,-3.6773862838745117,-2.680139825531559,1738283522960883999,
0.2763456404209137,-3.6854028701782227,-2.6324502970514643,1738283523009986532,
0.258315771818161,-3.695892095565796,-2.5745205741470563,1738283523070425765,
0.24392946064472198,-3.7052953243255615,-2.527916012292629,1738283523119946247,
0.22978129982948303,-3.715715169906616,-2.482388065661347,1738283523169937802,
0.2163752019405365,-3.726069211959839,-2.4372585285380186,1738283523219967722,
0.205323725938797,-3.7359416484832764,-2.400496620048863,1738283523260932265,
0.19223399460315704,-3.7482450008392334,-2.3547617493343296,1738283523311938060,
0.1797790825366974,-3.7608132362365723,-2.309485059572648,1738283523362043125,
0.16834281384944916,-3.7740464210510254,-2.2695684074484306,1738283523409984499,
0.15727418661117554,-3.787301778793335,-2.227006200005038,1738283523458958829,
0.14793923497200012,-3.7997076511383057,-2.190860586004613,1738283523501165113,
0.13424600660800934,-3.820081949234009,-2.134835314858255,1738283523568082354,
0.12491293996572495,-3.835141658782959,-2.092664060285622,1738283523618948297,
0.11729944497346878,-3.848559856414795,-2.0585623547639775,1738283523660973734,
0.10915842652320862,-3.8646609783172607,-2.0208019462290796,1738283523710960089,
0.10162423551082611,-3.881227970123291,-1.9801043406897656,1738283523760907504,
0.09488412737846375,-3.8974921703338623,-1.9409864169982642,1738283523808018719,
0.08718396723270416,-3.918612003326416,-1.892330774161168,1738283523870712229,
0.08382432162761688,-3.9291303157806396,-1.8688257447121999,1738283523900118592,
0.07703956961631775,-3.953481912612915,-1.8167511841652677,1738283523968168770,
0.07290203869342804,-3.971470832824707,-1.7788654009644196,1738283524018981502,
