acc_x, acc_y, angular_z, stamp, 
0.025470495223999023,-0.03943455219268799,3.197060577102277e-05,1738283487521500154,
0.007478296756744385,0.030541062355041504,3.5740370979406415e-05,1738283487551489613,
0.016348540782928467,-0.009125232696533203,3.385901941225498e-05,1738283487581388059,
-0.010799825191497803,0.01590639352798462,2.905621997410485e-05,1738283487612129356,
-0.009290337562561035,-0.009318172931671143,2.8501159976926976e-05,1738283487643472437,
0.0033903121948242188,-0.013020575046539307,3.193237799944472e-05,1738283487671449868,
0.006892085075378418,0.019388675689697266,2.994214288397723e-05,1738283487701289221,
0.042706072330474854,0.003111720085144043,2.974610516895106e-05,1738283487731327206,
0.018948733806610107,-0.014828085899353027,2.9897102184959437e-05,1738283487761216188,
0.004199624061584473,-0.01291191577911377,2.7831498411937283e-05,1738283487791184496,
-0.021079957485198975,0.015754759311676025,2.7837198319350096e-05,1738283487821148869,
-0.0032764077186584473,-0.021825015544891357,2.5540570545938347e-05,1738283487851475640,
-0.0018082261085510254,0.0016474723815917969,2.3997322017943626e-05,1738283487883754665,
0.010539472103118896,-0.0036840438842773438,2.8334652758916778e-05,1738283487911094548,
0.012182950973510742,-0.0251581072807312,2.389765993013041e-05,1738283487941017996,
-0.014889538288116455,0.005527198314666748,2.384682898131529e-05,1738283487971006050,
-0.002080857753753662,0.005496323108673096,1.3910446257501464e-05,1738283488000990535,
0.03030318021774292,0.001868903636932373,1.3908070633319673e-05,1738283488030979737,
-0.02013707160949707,-0.019547700881958008,1.3808241424204977e-05,1738283488061186760,
-0.028867721557617188,0.00744783878326416,1.3755516206501367e-05,1738283488091508811,
-0.012261509895324707,0.02891761064529419,1.4706338372185619e-05,1738283488123921900,
0.04178816080093384,0.016060054302215576,1.3295985872817823e-05,1738283488150807224,
-0.008661389350891113,-0.009342372417449951,7.967869016338173e-06,1738283488180712856,
-0.026516854763031006,-0.00936216115951538,7.955560657614716e-06,1738283488210666471,
-0.0012336373329162598,-0.011216878890991211,7.939579013373034e-06,1738283488240679510,
0.009582459926605225,-0.005951344966888428,5.965206712888406e-06,1738283488270634127,
0.00037670135498046875,-0.018497228622436523,5.96532944692687e-06,1738283488300590448,
-0.05690091848373413,0.008450508117675781,3.8472213391865994e-06,1738283488331550137,
-0.008121192455291748,-0.0022509098052978516,5.5472961185975656e-06,1738283488363763951,
-0.011426985263824463,-0.0057656168937683105,6.677256435287131e-06,1738283488390524655,
0.035490214824676514,0.008665084838867188,5.977532490910029e-06,1738283488420416207,
0.015726029872894287,-0.012823820114135742,5.961520379972182e-06,1738283488450389871,
-0.03614962100982666,0.008804738521575928,5.956400093398417e-06,1738283488480389838,
0.002036571502685547,0.02131873369216919,5.9538898984619805e-06,1738283488510399694,
0.014872729778289795,0.015841543674468994,5.977795986310589e-06,1738283488540287670,
0.005976974964141846,-0.009333670139312744,5.635246538074062e-06,1738283488571993499,
-0.033245623111724854,0.00858527421951294,3.7747311692502846e-06,1738283488603538119,
0.008478879928588867,-0.011204183101654053,6.666013233881023e-06,1738283488630341520,
0.017795562744140625,0.004922986030578613,5.9779053579871015e-06,1738283488660229301,
0.012208282947540283,-0.014866292476654053,5.964295424076613e-06,1738283488690186927,
-0.007493317127227783,-0.004032552242279053,3.967597134825087e-06,1738283488720201276,
0.0067369937896728516,0.0014965534210205078,3.99478409271667e-06,1738283488750013255,
-0.022082388401031494,0.00875633955001831,3.954958496202442e-06,1738283488780127398,
0.015725016593933105,0.017770707607269287,5.590595408826737e-06,1738283488812093609,
0.0011410117149353027,-0.02711939811706543,3.889105734631281e-06,1738283488842722410,
0.0010974407196044922,0.005270242691040039,4.383370684898571e-06,1738283488869899801,
0.0012677907943725586,0.01950281858444214,1.9848062417937526e-06,1738283488899891872,
0.015649020671844482,-0.018481850624084473,3.981226534597735e-06,1738283488929817376,
0.017149627208709717,0.01017773151397705,3.971360528449574e-06,1738283488959820063,
-0.013408482074737549,0.001146852970123291,1.989518544520632e-06,1738283488989754878,
-0.020547032356262207,0.020824313163757324,3.928873244807065e-06,1738283489020085186,
0.02445995807647705,-0.008057832717895508,1.890470007291869e-06,1738283489051591318,
0.015214025974273682,-0.024272501468658447,1.982799060692237e-06,1738283489081633832,
-0.022941768169403076,-0.0169561505317688,4.25653433437184e-06,1738283489109633871,
-0.0392192006111145,-0.016631126403808594,1.9883844717537915e-06,1738283489139599778,
0.0005230307579040527,0.01232236623764038,1.9919912783843023e-06,1738283489169509278,
0.0312039852142334,0.0124092698097229,1.979930498112399e-06,1738283489199600599,
-0.005002796649932861,-0.030589044094085693,1.97538746522761e-06,1738283489229763959,
0.0077211856842041016,-0.008955717086791992,1.981619074351648e-06,1738283489259833391,
-0.01188206672668457,0.008899867534637451,1.8761769556783214e-06,1738283489291591436,
0.004397153854370117,0.0015639662742614746,2.137005368057744e-06,1738283489319472368,
0.02222663164138794,-0.016516149044036865,1.978586598495942e-06,1738283489349586927,
-0.011968672275543213,0.001511693000793457,2.0031086508221426e-06,1738283489379334693,
0.007817864418029785,-0.00018936395645141602,1.9881108270632552e-06,1738283489409307212,
0.022076785564422607,0.01967179775238037,1.992067844807464e-06,1738283489439220622,
0.0238645076751709,0.008805632591247559,1.990735873735087e-06,1738283489469155858,
-0.008943438529968262,0.0015999078750610352,1.9448571507577137e-06,1738283489499800993,
-0.0018225908279418945,0.006846129894256592,1.8467967911677218e-06,1738283489532075583,
0.0035732388496398926,-0.0005269646644592285,3.73618337093896e-11,1738283489559153306,
0.0020363926887512207,0.0028381943702697754,1.808144453927983e-11,1738283489588977187,
0.3392202854156494,-0.019740164279937744,0.004666857087685688,1738283489618020974,
2.3881142139434814,0.08696883916854858,0.0416718480434961,1738283489648933844,
0.6082867383956909,-0.02297234535217285,0.017288228995447862,1738283489677879560,
0.997967541217804,-0.16536295413970947,-0.00841059590027608,1738283489708863718,
1.4018783569335938,0.2841144800186157,0.002456736194943317,1738283489739652320,
1.0510921478271484,-0.12685906887054443,0.016261728714721885,1738283489771583309,
0.33658427000045776,0.005931079387664795,0.0042553999318211255,1738283489798800387,
1.10581374168396,-0.07987624406814575,0.018740987770199852,1738283489828721337,
0.8088580369949341,0.30751824378967285,-0.004778487124759248,1738283489858717850,
1.0835500955581665,-0.13842570781707764,0.00423853432759088,1738283489888625026,
0.5881834626197815,-0.473935604095459,0.00021208579981433226,1738283489918635710,
0.4591461420059204,0.03853023052215576,-0.0002921893141229322,1738283489948612849,
1.083345890045166,0.11516714096069336,0.0008923013349537315,1738283489979099447,
1.207824945449829,0.1164473295211792,0.004925549496080094,1738283490011875715,
0.7920119762420654,0.23259389400482178,-0.02633292455779822,1738283490038615208,
0.7568771243095398,0.3274310827255249,-0.027743398575767377,1738283490068538503,
0.205641508102417,-0.9167450666427612,0.035005860852788125,1738283490098539718,
-0.10516035556793213,0.14085644483566284,0.036490926433325716,1738283490128524516,
-0.05878716707229614,0.4004296660423279,0.01249645948219632,1738283490158508082,
0.09521675109863281,-0.17800605297088623,0.02820760375790847,1738283490188527844,
-0.0678059458732605,0.321774423122406,0.03015812622285229,1738283490219643395,
0.20004487037658691,-0.457588255405426,0.00993688006947905,1738283490251635961,
-0.487835168838501,-0.5098868012428284,-0.0021145574648159453,1738283490278533007,
0.1286277174949646,0.830083966255188,-0.008690098660954763,1738283490308397870,
-0.05693089962005615,0.18549174070358276,-0.005944284621089937,1738283490338440699,
