e, e_dot, e_int, stamp, 
0.7603434662688491, -2.226918555861576e-06, 0.07298904115585161, 1740705595.4680815, 
0.7603434662692887, -6.738320617375611e-12, 0.07014753180460791, 1740705595.5183046, 
0.7603349946783942, -4.1316095281649475e-05, 0.09015429936784075, 1740705595.5866523, 
0.760175496412054, -0.0013188478583865306, 0.08360396965290083, 1740705595.6282685, 
0.7582109666964469, -0.014434758466148327, 0.06941507311675334, 1740705595.678039, 
0.7534438086036976, -0.04495353334591862, 0.0755358029972052, 1740705595.7280152, 
0.7482733528110499, -0.06768278347367793, 0.073825864642472, 1740705595.7760413, 
0.7398434935932365, -0.09190538930594688, 0.07336391165598587, 1740705595.826202, 
0.7323363568202517, -0.11566277868217284, 0.06817985715677347, 1740705595.8681574, 
0.7249745859007848, -0.10944523374492865, 0.06681514855330858, 1740705595.9174316, 
0.7030724051044435, -0.11572004545817767, 0.1152404374048597, 1740705596.0281851, 
0.684233710205489, -0.12874496293947704, 0.1483558787407628, 1740705596.1281364, 
0.5948677227636656, -0.3639686137438521, 0.13139838301285234, 1740705596.2270553, 
0.5672821078466685, -0.3974248978562846, 0.11965867844982343, 1740705596.3225574, 
0.5379322290428066, -0.1853946750098963, 0.1163358401046452, 1740705596.432344, 
0.5109155402422463, -0.17943010629805442, 0.11285750292820836, 1740705596.5320535, 
0.4898617231934881, -0.16828948924931156, 0.09730592643362301, 1740705596.6220598, 
0.46952079537928304, -0.1458344285157043, 0.0930788305500565, 1740705596.7219718, 
0.341657436221122, -0.4538345892200626, 0.09121909053856939, 1740705596.8323972, 
0.33033753176827174, -0.4237358152846742, 0.08003662853374875, 1740705596.9323146, 
0.32375840195460626, -0.06211337568403017, 0.06305900734318691, 1740705597.022381, 
0.3104581272826774, -0.06463640210449047, 0.06433955556903487, 1740705597.1324265, 
0.29639569088869555, -0.0872846006166846, 0.06507603993304609, 1740705597.2321656, 
0.28511752788200484, -0.08449062372786677, 0.0594670071445884, 1740705597.3324342, 
0.1501305085261695, -0.535792242190794, 0.04647572062869408, 1740705597.4227326, 
0.15866960664459606, -0.46978346362885587, 0.0376378520192375, 1740705597.5225506, 
0.16321842874249848, 0.04235677022268842, 0.03294151382576376, 1740705597.6320984, 
0.150269611052396, -0.028919053562717883, 0.03312800198348221, 1740705597.7330396, 
0.13522467301578, -0.09909636813281304, 0.02841250856896037, 1740705597.8220584, 
-0.00396090820924444, -0.477599278442769, 0.0186893522576699, 1740705597.932192, 
-0.015263954241008904, -0.4589519880231188, 0.008123918475832778, 1740705598.0321603, 
0.007723135258217884, 0.03817413511370282, -0.0007705040400953411, 1740705598.133163, 
0.020313643324234132, 0.12286104041136114, 0.0008102258810215004, 1740705598.222461, 
0.0013566897181735982, -0.010218220197108968, 0.0019570003259874306, 1740705598.3329012, 
-0.009918431731057886, -0.09447172193924065, 0.0008278100001871605, 1740705598.4337826, 
-0.1255124053605341, -0.41972554442097726, -0.009010883720391947, 1740705598.5345259, 
-0.10358236862065073, -0.2993284230529823, -0.015031196407897787, 1740705598.6224482, 
-0.07926891350318899, 0.16454530457026928, -0.019270841637399626, 1740705598.7220075, 
-0.09109782937735256, 0.0455882821879934, -0.019144576153670316, 1740705598.8320992, 
-0.11040054978426372, -0.09884287353896498, -0.019857540521828698, 1740705598.9341855, 
-0.21349638652422298, -0.45347694017236106, -0.026296948832523398, 1740705599.0222, 
-0.21556774204368256, -0.39671838462887843, -0.03563201999007875, 1740705599.1323376, 
-0.18838925947006313, 0.08429348370703443, -0.04325739612490598, 1740705599.2323732, 
-0.18123656871375005, 0.11406514489006904, -0.039301789389066324, 1740705599.3338184, 
-0.201859580873891, -0.05423151319968942, -0.036171035901236354, 1740705599.4222524, 
-0.28491870173984646, -0.3285226378879666, -0.04427407262926191, 1740705599.5326498, 
-0.2864963556054878, -0.26142544424881403, -0.0411991981507045, 1740705599.582089, 
-0.24737279932835454, 0.07845174903877815, -0.05344597613832526, 1740705599.7284732, 
-0.2257110188396001, 0.16543076383436997, -0.0610110954377059, 1740705599.8230555, 
-0.24018802539745643, 0.032189363308147874, -0.048473287817288886, 1740705599.9323504, 
-0.29163219050676226, -0.21591710638263703, -0.052807446569190654, 1740705600.032185, 
-0.2868965039386868, -0.15420950532811786, -0.05178548224425425, 1740705600.1221066, 
-0.2593871933608267, 0.1126494124911092, -0.0520483491769123, 1740705600.2185345, 
-0.23485710043840324, 0.18012639295052382, -0.05014620239973292, 1740705600.314695, 
-0.2438622497890135, 0.05849191624777247, -0.051485879658850583, 1740705600.4277964, 
-0.27095819883261507, -0.12204755435822971, -0.05189515038335207, 1740705600.5223646, 
-0.2647993998723024, -0.07412269374241488, -0.04952342053683209, 1740705600.618364, 
-0.2350059241027589, 0.10900881893191193, -0.053783294639690546, 1740705600.7317023, 
-0.21798035675968697, 0.1475741160975729, -0.049767314630569916, 1740705600.8263676, 
-0.22082021792988193, 0.050094107653888, -0.04283379467781376, 1740705600.9224122, 
-0.22835855712220354, -0.03601223168304342, -0.04272327851476466, 1740705601.0184803, 
-0.22226360874825257, -0.004936617395506322, -0.04293035435247208, 1740705601.1142247, 
-0.200652403512541, 0.08559664127987489, -0.0450775915805939, 1740705601.2261236, 
-0.18560574588521428, 0.11637330560320702, -0.04226366187135527, 1740705601.3225837, 
-0.1845574826990788, 0.055597511618169455, -0.03681504568860143, 1740705601.4196103, 
-0.18130555539586535, 0.01326677301893527, -0.03845130158755646, 1740705601.5317593, 
-0.16661419084676554, 0.0615562455228957, -0.03665623687377551, 1740705601.626133, 
-0.15350998900035773, 0.09739713795256714, -0.031817671608562095, 1740705601.722121, 
-0.14394930227707592, 0.07866591036560268, -0.029715552743303245, 1740705601.818229, 
-0.14207278150178748, 0.039669574125475705, -0.02815809875990212, 1740705601.9143124, 
-0.138327358996706, 0.0176611017201659, -0.0294277217880834, 1740705602.0262725, 
-0.13296847790418598, 0.029768446830413204, -0.0286475087149713, 1740705602.1222203, 
-0.12726818287510522, 0.03840573197132391, -0.02550393771869877, 1740705602.2182412, 
-0.10861888732087133, 0.07469017793859832, -0.02572757624145869, 1740705602.3314693, 
-0.1073580151681246, 0.05934251741440086, -0.023783854934608786, 1740705602.4261148, 
-0.10307960995454479, 0.01929556826021159, -0.02027602764635698, 1740705602.5221193, 
-0.09784210616258715, 0.033045619477864135, -0.019727672398400568, 1740705602.618093, 
-0.0910106866913929, 0.041851666058157155, -0.018704530209088636, 1740705602.7143335, 
-0.08633151692043395, 0.03748661952630683, -0.019176117909172664, 1740705602.827147, 
-0.08384806885389029, 0.022451490220581544, -0.018177379253327016, 1740705602.9231167, 
-0.07067478570989572, 0.054372493473358985, -0.015411222872480956, 1740705603.019104, 
-0.06550307758464546, 0.06381093269878614, -0.014039043934831446, 1740705603.1145358, 
-0.06034937350291214, 0.033322740084513164, -0.013627086841046753, 1740705603.2271223, 
-0.05492900339109319, 0.03428721056954151, -0.012506294701894943, 1740705603.322073, 
-0.05208919839481041, 0.028885349491813723, -0.010655048080721981, 1740705603.41811, 
-0.050936824126911695, 0.013838420451003497, -0.010135847754107977, 1740705603.5145805, 
-0.045731133372206134, 0.019533953636592678, -0.010316082402438372, 1740705603.6261554, 
-0.048107778810954294, 0.0072930421129166895, -0.010013395897953414, 1740705603.7220752, 
-0.04866075637352241, -0.010178253520244923, -0.009118410816274684, 1740705603.8181224, 
-0.03751342297212634, 0.0306654872434263, -0.00940340184940357, 1740705603.932157, 
-0.03767855217689542, 0.03200502908253248, -0.00862864715446791, 1740705604.0271282, 
-0.03493760202226559, 0.009042870194483467, -0.006971970131774246, 1740705604.122078, 
-0.03289543531686778, 0.016692463171472275, -0.006725760621889572, 1740705604.218361, 
-0.03217959051927366, 0.009544757036314928, -0.006424249075980418, 1740705604.3147812, 
-0.027402201360438472, 0.016644003869681154, -0.0064366835975754825, 1740705604.4271698, 
-0.02607381493196881, 0.01883449747217345, -0.005918871726073064, 1740705604.5220835, 
-0.027480043451072245, -0.00021580760861429973, -0.005152777859566204, 1740705604.6181169, 
-0.02509515847494015, 0.0021929760498795845, -0.005463773522328263, 1740705604.7304945, 
-0.02598732536376991, 0.003997014930113312, -0.0054738844438671, 1740705604.8271434, 
-0.019317236862631315, 0.020340322731581786, -0.004496056690676354, 1740705604.9220886, 
-0.016864024572644798, 0.03193155492837852, -0.003957835342838255, 1740705605.0181322, 
-0.015449015380830211, 0.012714679062468199, -0.0035854456940232807, 1740705605.1304226, 
-0.01510605350984573, 0.005381371858846924, -0.003305056630175991, 1740705605.2272289, 
-0.013863146075208999, 0.005502824025749844, -0.0028526477890276013, 1740705605.32309, 
-0.011235951026265845, 0.013537267017798907, -0.0025582624981211615, 1740705605.4181194, 
-0.010482520918472904, 0.0114471246148045, -0.002461785868507159, 1740705605.530651, 
-0.011954941912125872, -0.002853925881991308, -0.0023463527245028352, 1740705605.6271586, 
-0.011973353667430686, -0.005149659540510425, -0.0022073625979226927, 1740705605.723093, 
-0.012224108230832087, -0.0009317930076555293, -0.002316771858585766, 1740705605.819409, 
-0.012126518516659246, -0.0005735376782593761, -0.0025046091360747605, 1740705605.9299488, 
-0.011129155276575986, 0.0037072857845418957, -0.0024593173986418304, 1740705606.027357, 
-0.010801745219503722, 0.004552901373923613, -0.002192738050738914, 1740705606.1230996, 
-0.0076900478551098495, 0.01194096622188967, -0.0018935001363218993, 1740705606.21913, 
-0.0049355308773089135, 0.02042201262923373, -0.0014951730779382804, 1740705606.314565, 
-0.0029834842619211877, 0.015400420014580871, -0.0010823310023997787, 1740705606.4271498, 
-0.0014256641150076632, 0.011191808817987911, -0.0006495411823335568, 1740705606.5230925, 
-0.001741049493721114, 0.00431775689190525, -0.00039358712810003886, 1740705606.6191375, 
-0.0016677528330237834, -0.0008412044985986567, -0.0003101687504145382, 1740705606.715566, 
-0.0014443333388838298, 0.0009194319815698254, -0.0003368721360155963, 1740705606.8273773, 
-0.0018324504919879914, -0.0006854769790554822, -0.0003420527799020048, 1740705606.9230998, 
-0.0024827404842024947, -0.0036326746187200012, -0.00036620326722258835, 1740705607.0181239, 
